,Unnamed: 0,Contract ID,Contracting Agency ID,Number of Sub-Award Transactions,Sub-Award Obligation Sum,Percent of Prime Award (Sub-Award)
3790,3790,N6945013C2276,1700,Empty,Empty,Empty
3791,3791,FA570215C0016,5700,Empty,Empty,Empty
3792,3792,GS11P12MAM0178,4740,0,$0,0%
3793,3793,W912DS18C0029,2100,0,$0,0%
3794,3794,GS11P08YTC0183,4740,0,$0,0%
3795,3795,V636A8C7238A,3600,Empty,Empty,Empty
3796,3796,N4425516C4000,1700,Empty,Empty,Empty
3797,3797,W90U4210C4136,2100,Empty,Empty,Empty
3798,3798,W9128F15C0031,2100,Empty,Empty,Empty
3799,3799,W912L619C6000,2100,Empty,Empty,Empty
3800,3800,FA487723C0026,5700,Empty,Empty,Empty
3801,3801,AG82FTC150016,12C2,Empty,Empty,Empty
3802,3802,47PM0120C0004,4740,Empty,Empty,Empty
3803,3803,INPC6020050901,1443,Empty,Empty,Empty
3804,3804,GS04P07EXC0119,4740,Empty,Empty,Empty
3805,3805,W9128F10C0063,2100,Empty,Empty,Empty
3806,3806,GS04P05RAC3011,4740,Empty,Empty,Empty
3807,3807,W9124Q06C0287,2100,Empty,Empty,Empty
3808,3808,W91QV118C0053,2100,Empty,Empty,Empty
3809,3809,W917BE09C0024,2100,Empty,Empty,Empty
3810,3810,36C77622C0079,3600,Empty,Empty,Empty
3811,3811,W90U4210C4119,2100,Empty,Empty,Empty
3812,3812,N4008507C1339,1700,Empty,Empty,Empty
3813,3813,GS11P14YTP0363,4740,Empty,Empty,Empty
3814,3814,GS11P15ZGP0211,4740,Empty,Empty,Empty
3815,3815,W912QR09C0019,2100,Empty,Empty,Empty
3816,3816,W9115109C0064,2100,Empty,Empty,Empty
3817,3817,70Z08323CCLEV0006,7008,Empty,Empty,Empty
3818,3818,GS11P12NWC0005,4740,Empty,Empty,Empty
3819,3819,697DCK19C00202,6920,Empty,Empty,Empty
3820,3820,SAQMMA08C0245,1900,Empty,Empty,Empty
3821,3821,FA481911C0024,5700,Empty,Empty,Empty
3822,3822,W912DS19C0016,2100,Empty,Empty,Empty
3823,3823,W912PL16C0025,2100,Empty,Empty,Empty
3824,3824,82HW200309D5082HW31100,12H2,Empty,Empty,Empty
3825,3825,VA249C0214SURETY,3600,Empty,Empty,Empty
3826,3826,HHSN292200700009C,7529,Empty,Empty,Empty
3827,3827,36C26222C0043,3600,Empty,Empty,Empty
3828,3828,VA25713C0061,3600,Empty,Empty,Empty
3829,3829,VA25816C0113,3600,Empty,Empty,Empty
3830,3830,47PC0222C0003,4740,Empty,Empty,Empty
3831,3831,NNK13CA47C,8000,Empty,Empty,Empty
3832,3832,VA24816C0138,3600,Empty,Empty,Empty
3833,3833,N4008515C9620,1700,Empty,Empty,Empty
3834,3834,GS09P15WKC7010,4740,Empty,Empty,Empty
3835,3835,VA262C0218,3600,0,$0,0%
3836,3836,GS02P11PWC0006,4740,0,$0,0%
3837,3837,VA516C0014,3600,0,$0,0%
3838,3838,6923G217C00003,6938,,,
3839,3839,VA101F13C0070,3600,0,$0,0%
3840,3840,V636C1069,3600,0,$0,0%
3841,3841,36C24421C0012,3600,0,$0,0%
3842,3842,W912QR06C0032,2100,Empty,Empty,Empty
3843,3843,N6247308C3705,1700,Empty,Empty,Empty
3844,3844,VA528C0752,3600,0,$0,0%
3845,3845,GS11P14MAP0072,4740,0,$0,0%
3846,3846,36C24718C0246,3600,0,$0,0%
3847,3847,12569R19C0029,12C2,,,
3848,3848,VA24815C0217,3600,0,$0,0%
3849,3849,FA810118C0033,5700,Empty,Empty,Empty
3850,3850,2032H320C00002,2001,,,
3851,3851,HSCG8306C3WF043,7008,0,$0,0%
3852,3852,W912BV06C2005,2100,0,$0,0%
3853,3853,W9127806C0051,2100,0,$0,0%
3854,3854,GS11P16YMC7098,4740,0,$0,0%
3855,3855,VA101F15C0005,3600,569,$2.46 Billion,"1,089.9%"
3856,3856,SCH50004C3801D,1900,0,$0,0%
3857,3857,W917BK06C0040,2100,0,$0,0%
3858,3858,W917BG07C0110,2100,0,$0,0%
3859,3859,DAHA4203C0004,2100,0,$0,0%
3860,3860,N4008517C8327,1700,Empty,Empty,Empty
3861,3861,VA250RA0427,3600,,,
3862,3862,W5K9FH11C0161,2100,0,$0,0%
3863,3863,FA671217C0008,5700,Empty,Empty,Empty
3864,3864,36C25621C0052,3600,0,$0,0%
3865,3865,VA248RA1384,3600,0,$0,0%
3866,3866,VA101F12C0039,3600,,,
3867,3867,SAQMMA10C0336,1900,0,$0,0%
3868,3868,DJB50211012,1540,0,$0,0%
3869,3869,VA24315C0071,3600,0,$0,0%
3870,3870,W9124723C0032,2100,,,
3871,3871,GS11P10MKC0084,4740,,,
3872,3872,N6945017C8015,1700,Empty,Empty,Empty
3873,3873,W5J9JE11C0207,2100,0,$0,0%
3874,3874,VA24416C0355,3600,0,$0,0%
3875,3875,W912J704C0005,2100,0,$0,0%
3876,3876,47PG0720C0009,4740,,,
3877,3877,N6945008C4077,1700,Empty,Empty,Empty
3878,3878,SAQMMA07C0062,1900,0,$0,0%
3879,3879,FA283520C0016,5700,Empty,Empty,Empty
3880,3880,W912BU09C0041,2100,0,$0,0%
3881,3881,F12CC10039,3300,0,$0,0%
3882,3882,AG05G2C110040,12C2,0,$0,0%
3883,3883,AZ000200303DGS03P03AZD0047,4740,Empty,Empty,Empty
3884,3884,N4008014C2011,1700,Empty,Empty,Empty
3885,3885,VA251C0574,3600,0,$0,0%
3886,3886,GS08P05JCC0003,4740,0,$0,0%
3887,3887,W912GB06C0032,2100,0,$0,0%
3888,3888,36C24419C0185,3600,0,$0,0%
3889,3889,VA24414C0280,3600,0,$0,0%
3890,3890,36C25621C0037,3600,0,$0,0%
3891,3891,W9124J14C0085,2100,0,$0,0%
3892,3892,W9124N10C0093,2100,0,$0,0%
3893,3893,W9126G12C0063,2100,0,$0,0%
3894,3894,N6247023C0001,1700,Empty,Empty,Empty
3895,3895,FA940123C0021,5700,Empty,Empty,Empty
3896,3896,W912PP15C0006,2100,Empty,Empty,Empty
3897,3897,F1461403C0008,5700,Empty,Empty,Empty
3898,3898,GS10P14XJC0014,4740,0,$0,0%
3899,3899,47PF0017C0045,4740,,,
3900,3900,VA258C0184,3600,,,
3901,3901,GS09P12NPC0008,4740,0,$0,0%
3902,3902,GS08P12JCC0016,4740,0,$0,0%
3903,3903,SAQMMA17C0293,1900,,,
3904,3904,33330224CT0010422,3300,0,$0,0%
3905,3905,GS11P15YTC0287,4740,0,$0,0%
3906,3906,W912BU24C0002,2100,,,
3907,3907,N6945012C4566,1700,Empty,Empty,Empty
3908,3908,DTFANE07C00012,6920,0,$0,0%
3909,3909,VA25014C0096,3600,,,
3910,3910,89233120CNA000160,8900,,,
3911,3911,GS11P08ZGC0088,4740,0,$0,0%
3912,3912,GS10P05XAC0028,4740,Empty,Empty,Empty
3913,3913,AG32SDC170001,12H2,,,
3914,3914,VA692C0017,3600,Empty,Empty,Empty
3915,3915,HHSD200201034567C,7523,Empty,Empty,Empty
3916,3916,INP16PC00752,1443,Empty,Empty,Empty
3917,3917,W912DY17C0003,2100,Empty,Empty,Empty
3918,3918,N6247318C2401,1700,Empty,Empty,Empty
3919,3919,VA69DC0318,3600,Empty,Empty,Empty
3920,3920,N6247310C2610,1700,Empty,Empty,Empty
3921,3921,W5J9JE12C0142,2100,Empty,Empty,Empty
3922,3922,FA302024C0014,5700,Empty,Empty,Empty
3923,3923,SMU30005C0009,1900,Empty,Empty,Empty
3924,3924,GS10P11XJP0006,4740,Empty,Empty,Empty
3925,3925,W917PM06C0007,2100,Empty,Empty,Empty
3926,3926,140A0318C0007,1450,Empty,Empty,Empty
3927,3927,INR10PC34R12,1425,Empty,Empty,Empty
3928,3928,GS11P17YTC0044,4740,Empty,Empty,Empty
3929,3929,GS01P13BZC0019,4740,Empty,Empty,Empty
3930,3930,VA261C0642,3600,Empty,Empty,Empty
3931,3931,W9124719C0017,2100,Empty,Empty,Empty
3932,3932,W9127816C0020,2100,Empty,Empty,Empty
3933,3933,W90U4210C4153,2100,Empty,Empty,Empty
3934,3934,140P5219C0038,1443,Empty,Empty,Empty
3935,3935,FA667504C0004,5700,Empty,Empty,Empty
3936,3936,GS09P10WLC0021,4740,Empty,Empty,Empty
3937,3937,VA24112C0182,3600,Empty,Empty,Empty
3938,3938,W9128F14C0080,2100,Empty,Empty,Empty
3939,3939,W911QY15C0124,2100,Empty,Empty,Empty
3940,3940,W912DY22C0064,2100,Empty,Empty,Empty
3941,3941,W9124Q06C0094,2100,Empty,Empty,Empty
3942,3942,36C78624C0005,3600,Empty,Empty,Empty
3943,3943,SP470215C0017,97AS,Empty,Empty,Empty
3944,3944,VA255C0322,3600,Empty,Empty,Empty
3945,3945,FA304709C0034,5700,Empty,Empty,Empty
3946,3946,V573C443,3600,Empty,Empty,Empty
3947,3947,V246C00427,3600,Empty,Empty,Empty
3948,3948,W912CN11C0029,2100,Empty,Empty,Empty
3949,3949,GS04P06EWC0020,4740,Empty,Empty,Empty
3950,3950,N6247311C0205,1700,Empty,Empty,Empty
3951,3951,GS11P09YTC0432,4740,Empty,Empty,Empty
3952,3952,W9124Q09C0629,2100,Empty,Empty,Empty
3953,3953,VA25016C0111,3600,Empty,Empty,Empty
3954,3954,W912DW15C0006,2100,Empty,Empty,Empty
3955,3955,140P6318C0006,1443,Empty,Empty,Empty
3956,3956,1305M323CNRMA0068,1330,,,
3957,3957,W912DR22C0071,2100,,,
3958,3958,W917BK05C0074,2100,0,$0,0%
3959,3959,N6945013C3603,1700,Empty,Empty,Empty
3960,3960,6973GH19C00106,6920,,,
3961,3961,36C25724C0080,3600,0,$0,0%
3962,3962,GS09P13WFC0018,4740,Empty,Empty,Empty
3963,3963,VA528C0336,3600,,,
3964,3964,W9124V12C0003,2100,0,$0,0%
3965,3965,47PJ0017C0048,4740,,,
3966,3966,W912HP20C3001,2100,,,
3967,3967,47PM0424C0003,4740,,,
3968,3968,DOLJ111A21709,1630,Empty,Empty,Empty
3969,3969,FA521518C9005,5700,Empty,Empty,Empty
3970,3970,47PK0920C0003,4740,,,
3971,3971,140P5119C0022,1443,,,
3972,3972,VA259C1080,3600,0,$0,0%
3973,3973,N6945009C3106,1700,Empty,Empty,Empty
3974,3974,VA248C1161,3600,0,$0,0%
3975,3975,47PK1222C0011,4740,,,
3976,3976,AG9A63C060088,12C2,0,$0,0%
3977,3977,W917BG07C0159,2100,0,$0,0%
3978,3978,00262200303DV600C4278A,3600,0,$0,0%
3979,3979,W912QR11C0061,2100,0,$0,0%
3980,3980,F0260403C0050,5700,Empty,Empty,Empty
3981,3981,AG5114C100030,12H2,0,$0,0%
3982,3982,VA241C2134,3600,0,$0,0%
3983,3983,75N99023C00012,7529,,,
3984,3984,VA250C0695,3600,0,$0,0%
3985,3985,36C25518C0015,3600,0,$0,0%
3986,3986,36C25819C0114,3600,0,$0,0%
3987,3987,140P4320C0040,1443,,,
3988,3988,INPC5690070008,1443,,,
3989,3989,DJBP0700CC00000608,1540,0,$0,0%
3990,3990,140P4519C0009,1443,,,
3991,3991,47PE0722C0002,4740,,,
3992,3992,AG4568C080085,12C2,Empty,Empty,Empty
3993,3993,VA248C1706,3600,0,$0,0%
3994,3994,W50S8T23C0007,2100,,,
3995,3995,HSCG8209C3WCA37,7008,,,
3996,3996,W912L508C0008,2100,0,$0,0%
3997,3997,W91B4N10C8083,2100,0,$0,0%
3998,3998,GS02P01PVC0021,4740,0,$0,0%
3999,3999,W5J9JE10C0023,2100,,,
4000,4000,VA24913C0244,3600,0,$0,0%
4001,4001,36C24422C0061,3600,0,$0,0%
4002,4002,47PD0418C0001,4740,,,
4003,4003,VA251C0352,3600,0,$0,0%
4004,4004,VA248C1378,3600,Empty,Empty,Empty
4005,4005,36C25018C0002,3600,0,$0,0%
4006,4006,DAAH1703C0020,2100,0,$0,0%
4007,4007,N6945023C0080,1700,Empty,Empty,Empty
4008,4008,47PJ0024C0050,4740,,,
4009,4009,47PL0122C0006,4740,,,
4010,4010,W912SV18C6000,2100,,,
4011,4011,W912QR10C0037,2100,0,$0,0%
4012,4012,47PK1317C0002,4740,,,
4013,4013,W56HZV10CL592,2100,0,$0,0%
4014,4014,GS04P12EXC0124,4740,0,$0,0%
4015,4015,36C24219C0200,3600,0,$0,0%
4016,4016,W9127804C0026,2100,0,$0,0%
4017,4017,N6945012C5822,1700,Empty,Empty,Empty
4018,4018,AG5114C070014,12H2,0,$0,0%
4019,4019,N6945016C4142,1700,Empty,Empty,Empty
4020,4020,ST000200304DGS05P03STM0035,4740,0,$0,0%
4021,4021,VA25016C0108,3600,0,$0,0%
4022,4022,VA249C0452,3600,0,$0,0%
4023,4023,47PK0721C0004,4740,,,
4024,4024,W91B4L10C0167,2100,0,$0,0%
4025,4025,N6246705C3708,1700,Empty,Empty,Empty
4026,4026,TOS09036,2001,0,$0,0%
4027,4027,GS09P07WJC0018,4740,Empty,Empty,Empty
4028,4028,DJF171200K0005770,1549,Empty,Empty,Empty
4029,4029,AG83A7C170011,12C2,Empty,Empty,Empty
4030,4030,00671200309DV671C6268A,3600,Empty,Empty,Empty
4031,4031,VA608241C0018,3600,Empty,Empty,Empty
4032,4032,GS04P07EXC0112,4740,Empty,Empty,Empty
4033,4033,N6945007C1272,1700,Empty,Empty,Empty
4034,4034,N4425508C6008,1700,Empty,Empty,Empty
4035,4035,W91B4L10C0126,2100,Empty,Empty,Empty
4036,4036,VA248C1079,3600,Empty,Empty,Empty
4037,4037,W917PM07C0069,2100,Empty,Empty,Empty
4038,4038,N6274210C1302,1700,Empty,Empty,Empty
4039,4039,INP15PC00397,1443,Empty,Empty,Empty
4040,4040,36C24823C0010,3600,Empty,Empty,Empty
4041,4041,DTFANE07C00014,6920,Empty,Empty,Empty
4042,4042,N6274217C1309,1700,Empty,Empty,Empty
4043,4043,VA258C0220,3600,Empty,Empty,Empty
4044,4044,W9123819C0046,2100,Empty,Empty,Empty
4045,4045,W9124218C5003,2100,Empty,Empty,Empty
4046,4046,W5J9JE12C0110,2100,Empty,Empty,Empty
4047,4047,W91QEY10C0025,2100,Empty,Empty,Empty
4048,4048,47PD0322C0002,4740,Empty,Empty,Empty
4049,4049,VA258RA0295,3600,Empty,Empty,Empty
4050,4050,W9115108C0038,2100,Empty,Empty,Empty
4051,4051,VA24914C0174,3600,Empty,Empty,Empty
4052,4052,INPC1211050905,1443,Empty,Empty,Empty
4053,4053,W912QR11C0024,2100,Empty,Empty,Empty
4054,4054,W9115117C0035,2100,Empty,Empty,Empty
4055,4055,DTFACN16C00057,6920,Empty,Empty,Empty
4056,4056,VA258C0059,3600,Empty,Empty,Empty
4057,4057,NNL14AA13C,8000,Empty,Empty,Empty
4058,4058,36C24818C0144,3600,Empty,Empty,Empty
4059,4059,W912DW08C0020,2100,Empty,Empty,Empty
4060,4060,GS01P10BZC0002,4740,Empty,Empty,Empty
4061,4061,47PM0223C0008,4740,Empty,Empty,Empty
4062,4062,GS04P13EXC0062,4740,Empty,Empty,Empty
4063,4063,DOCSB134110CN0067,1341,Empty,Empty,Empty
4064,4064,W912PL10C0016,2100,Empty,Empty,Empty
4065,4065,W9128A09C0021,2100,Empty,Empty,Empty
4066,4066,36C26119C0031,3600,Empty,Empty,Empty
4067,4067,W9127822C0007,2100,Empty,Empty,Empty
4068,4068,W914NS05C8106,2100,Empty,Empty,Empty
4069,4069,W9124908C0002,2100,Empty,Empty,Empty
4070,4070,VA249C0731,3600,Empty,Empty,Empty
4071,4071,VA25613C0201,3600,0,$0,0%
4072,4072,W912ER13C0025,2100,0,$0,0%
4073,4073,W91B4M09C7313,2100,0,$0,0%
4074,4074,36C26223C0219,3600,0,$0,0%
4075,4075,N3319110C1476,1700,Empty,Empty,Empty
4076,4076,W911SG06C0007,2100,0,$0,0%
4077,4077,2032H323C00049,2001,,,
4078,4078,W9124J15C0091,2100,0,$0,0%
4079,4079,36C25619C0094,3600,0,$0,0%
4080,4080,W911QY11C0101,2100,0,$0,0%
4081,4081,INP16PC00150,1443,0,$0,0%
4082,4082,47PK1518C0017,4740,,,
4083,4083,GS11P06YTC0140,4740,,,
4084,4084,W9124N08C0050,2100,0,$0,0%
4085,4085,36C24918C0199,3600,0,$0,0%
4086,4086,VA25115C0015,3600,0,$0,0%
4087,4087,HSCG4715C3EFK09,7008,0,$0,0%
4088,4088,N6945024C0016,1700,Empty,Empty,Empty
4089,4089,V69DC577,3600,0,$0,0%
4090,4090,GS06P07GZC0006,4740,Empty,Empty,Empty
4091,4091,N6945013C3569,1700,Empty,Empty,Empty
4092,4092,N6945013C6833,1700,Empty,Empty,Empty
4093,4093,FA820104C0037,5700,Empty,Empty,Empty
4094,4094,VA25812C0020,3600,0,$0,0%
4095,4095,N4008518C3010,1700,Empty,Empty,Empty
4096,4096,FA441822C0020,5700,Empty,Empty,Empty
4097,4097,GS07P07HHC0079,4740,0,$0,0%
4098,4098,V528A8C5333,3600,0,$0,0%
4099,4099,GS03P08DXC0014,4740,0,$0,0%
4100,4100,VA262C0195,3600,0,$0,0%
4101,4101,W9124M08C0037,2100,0,$0,0%
4102,4102,FA441812C0023,5700,Empty,Empty,Empty
4103,4103,F13CC10154,3300,0,$0,0%
4104,4104,W9124M08C0039,2100,0,$0,0%
4105,4105,GS11P09ZGC0244,4740,0,$0,0%
4106,4106,AG3143C120028,1205,0,$0,0%
4107,4107,INA17PC00112,1450,,,
4108,4108,GS11P15YTC7010,4740,Empty,Empty,Empty
4109,4109,75N99023C00076,7529,Empty,Empty,Empty
4110,4110,47PK1518C0028,4740,,,
4111,4111,DOLJ121A21919,1630,Empty,Empty,Empty
4112,4112,W912JM08C0007,2100,Empty,Empty,Empty
4113,4113,N4008012C0517,1700,Empty,Empty,Empty
4114,4114,DTFACE06C00023,6920,0,$0,0%
4115,4115,W911KB09C0024,2100,0,$0,0%
4116,4116,VA25912C0257,3600,0,$0,0%
4117,4117,GS11P06YTP0296,4740,0,$0,0%
4118,4118,GS10P13XJC0060,4740,0,$0,0%
4119,4119,W912QR22C0030,2100,,,
4120,4120,47PF0022C0025,4740,,,
4121,4121,47PB0623C0001,4740,,,
4122,4122,W911YP07C0004,2100,,,
4123,4123,36C77624C0107,3600,0,$0,0%
4124,4124,VA251C0882,3600,0,$0,0%
4125,4125,47PK2022C0001,4740,,,
4126,4126,N6247700C0007,1700,Empty,Empty,Empty
4127,4127,HQ005004C0006,97F5,Empty,Empty,Empty
4128,4128,DTFAEN16C00081,6920,,,
4129,4129,ZG000200303DGS11P03ZGC0142,4740,,,
4130,4130,47PM1021C0010,4740,,,
4131,4131,GS04P16EXC7100,4740,0,$0,0%
4132,4132,W5K9FH11C0130,2100,Empty,Empty,Empty
4133,4133,FA667515C0008,5700,Empty,Empty,Empty
4134,4134,VP000200304DGS08P03VPC7008,4740,0,$0,0%
4135,4135,FA302005C0005,5700,Empty,Empty,Empty
4136,4136,N4008009C1013,1700,Empty,Empty,Empty
4137,4137,VA244C0688,3600,0,$0,0%
4138,4138,HHSI244200400038C,7520,0,$0,0%
4139,4139,W91B4M09C4195,2100,,,
4140,4140,W912QR14C0013,2100,0,$0,0%
4141,4141,GS09P16WBC7020,4740,,,
4142,4142,GS03P11QKC0045,4740,Empty,Empty,Empty
4143,4143,36C25619C0084,3600,Empty,Empty,Empty
4144,4144,36C25820C0049,3600,Empty,Empty,Empty
4145,4145,36C78623C50657,3600,,,
4146,4146,19AQMM24C0031,1900,0,$0,0%
4147,4147,N4008015C0165,1700,Empty,Empty,Empty
4148,4148,GS09P08KZC0026,4740,Empty,Empty,Empty
4149,4149,N4008509C0031,1700,Empty,Empty,Empty
4150,4150,VA786A15C0001,3600,0,$0,0%
4151,4151,GS09P09WRC0045,4740,0,$0,0%
4152,4152,W9124N12C0040,2100,0,$0,0%
4153,4153,N4008019C0502,1700,Empty,Empty,Empty
4154,4154,HQ003422C0120,97F5,Empty,Empty,Empty
4155,4155,W912DR09C0011,2100,0,$0,0%
4156,4156,GS08P10JBC0120,4740,Empty,Empty,Empty
4157,4157,VA24112C0234,3600,Empty,Empty,Empty
4158,4158,VA24412C0521,3600,Empty,Empty,Empty
4159,4159,N4008013C0508,1700,Empty,Empty,Empty
4160,4160,36C25020C0215,3600,Empty,Empty,Empty
4161,4161,GS03P05CDC0004,4740,Empty,Empty,Empty
4162,4162,V691C06008A,3600,Empty,Empty,Empty
4163,4163,VA250C0293,3600,Empty,Empty,Empty
4164,4164,W912P909C0429,2100,Empty,Empty,Empty
4165,4165,VA642C90508,3600,Empty,Empty,Empty
4166,4166,36E77619C0040,3600,Empty,Empty,Empty
4167,4167,N4008307C0006,1700,Empty,Empty,Empty
4168,4168,AG32SCC150073,12H2,Empty,Empty,Empty
4169,4169,47PD0218C0012,4740,Empty,Empty,Empty
4170,4170,47PE0720C0014,4740,Empty,Empty,Empty
4171,4171,140P5321C0003,1443,Empty,Empty,Empty
4172,4172,36C25621C0047,3600,Empty,Empty,Empty
4173,4173,GS07P14URP0029,4740,Empty,Empty,Empty
4174,4174,36C25922C0074,3600,Empty,Empty,Empty
4175,4175,VA24112C0094,3600,Empty,Empty,Empty
4176,4176,VA26316C0025,3600,Empty,Empty,Empty
4177,4177,2032H323C00028,2001,Empty,Empty,Empty
4178,4178,47PK1519C0021,4740,Empty,Empty,Empty
4179,4179,VA260C0189,3600,Empty,Empty,Empty
4180,4180,W564KV22C0043,2100,Empty,Empty,Empty
4181,4181,VA24913C0181,3600,Empty,Empty,Empty
4182,4182,DJBP0700CCRD220003,1540,Empty,Empty,Empty
4183,4183,531A200306D5052B133004,12C2,Empty,Empty,Empty
4184,4184,N6247308C7722,1700,Empty,Empty,Empty
4185,4185,VA246C0593,3600,Empty,Empty,Empty
4186,4186,W912QG16C0008,2100,Empty,Empty,Empty
4187,4187,V10N3C3408A,3600,Empty,Empty,Empty
4188,4188,70US0918C70090008,7009,Empty,Empty,Empty
4189,4189,W917BG06C0007,2100,Empty,Empty,Empty
4190,4190,GS01P09NLC0078,4740,Empty,Empty,Empty
4191,4191,W912DY14C0034,2100,Empty,Empty,Empty
4192,4192,HSCG8210CPMVA07,7008,0,$0,0%
4193,4193,AG03R6C150029,12C2,0,$0,0%
4194,4194,FA570012C0006,5700,Empty,Empty,Empty
4195,4195,W9124724C0061,2100,0,$0,0%
4196,4196,W9124Q05C0337,2100,0,$0,0%
4197,4197,GS09P10NPC0005,4740,0,$0,0%
4198,4198,36C25218C0261,3600,0,$0,0%
4199,4199,W91B4N11C8013,2100,0,$0,0%
4200,4200,VA244C0563,3600,0,$0,0%
4201,4201,F1162303C0013,5700,Empty,Empty,Empty
4202,4202,47PD0420C0004,4740,,,
4203,4203,75N99023C00026,7529,,,
4204,4204,VA24513C0036,3600,0,$0,0%
4205,4205,W9126G15C0104,2100,0,$0,0%
4206,4206,GS04P06REC0031,4740,Empty,Empty,Empty
4207,4207,VA251C0587,3600,,,
4208,4208,INICMB00050046,1450,0,$0,0%
4209,4209,GS04P05EXC0010,4740,0,$0,0%
4210,4210,HHSD200200510758F,7523,,,
4211,4211,DTFANE09C00085,6920,Empty,Empty,Empty
4212,4212,W917BK10C0010,2100,0,$0,0%
4213,4213,VA101F13C0009,3600,0,$0,0%
4214,4214,V656C459A,3600,0,$0,0%
4215,4215,GS08P16VJC7008,4740,,,
4216,4216,W912QR17C0015,2100,,,
4217,4217,W912DQ18C4000,2100,0,$0,0%
4218,4218,36C24618C0118,3600,0,$0,0%
4219,4219,W91SMC19C6003,2100,,,
4220,4220,GS06P17TEC0016,4740,,,
4221,4221,GS11P08ZGC0221,4740,,,
4222,4222,47PK0918C0013,4740,0,$0,0%
4223,4223,47PB0020C0014,4740,,,
4224,4224,GS08P08JBC0044,4740,,,
4225,4225,FA570217C0019,5700,Empty,Empty,Empty
4226,4226,00623200308DV623C689,3600,Empty,Empty,Empty
4227,4227,N6247312C4018,1700,Empty,Empty,Empty
4228,4228,GS11P16MAC7080,4740,,,
4229,4229,VA241C1187,3600,Empty,Empty,Empty
4230,4230,V649C70205,3600,Empty,Empty,Empty
4231,4231,W15QKN17C1053,2100,Empty,Empty,Empty
4232,4232,36C24723C0034,3600,Empty,Empty,Empty
4233,4233,33301119CFC2054LS,3355,Empty,Empty,Empty
4234,4234,W911S823C0017,2100,Empty,Empty,Empty
4235,4235,W917BE06C0077,2100,Empty,Empty,Empty
4236,4236,GS03P16QAC7037,4740,0,$0,0%
4237,4237,VA251C0168,3600,0,$0,0%
4238,4238,N6945013C6329,1700,Empty,Empty,Empty
4239,4239,47PE0522C0002,4740,,,
4240,4240,VA69DC1629,3600,0,$0,0%
4241,4241,89233119CNA000099,8900,,,
4242,4242,GS11P09YEC0082,4740,0,$0,0%
4243,4243,F0960903C0023,5700,Empty,Empty,Empty
4244,4244,47PK1321C0004,4740,,,
4245,4245,N4008312C1024,1700,Empty,Empty,Empty
4246,4246,W912L607C0010,2100,,,
4247,4247,FA468623C0003,5700,Empty,Empty,Empty
4248,4248,W911YN19C0001,2100,,,
4249,4249,W91GY309C0065,2100,0,$0,0%
4250,4250,N6247306C6020,1700,Empty,Empty,Empty
4251,4251,GS09P08KTC0089,4740,0,$0,0%
4252,4252,N6247314C2809,1700,Empty,Empty,Empty
4253,4253,NNK12CB02C,8000,0,$0,0%
4254,4254,GS11P07YEC0088,4740,0,$0,0%
4255,4255,F3861003C0008,5700,Empty,Empty,Empty
4256,4256,W50S8221C0001,2100,Empty,Empty,Empty
4257,4257,W917BK05C0020,2100,0,$0,0%
4258,4258,GS11P15YTC7012,4740,0,$0,0%
4259,4259,FA810119CA014,5700,Empty,Empty,Empty
4260,4260,75N99024C00023,7529,,,
4261,4261,36C24219C0186,3600,0,$0,0%
4262,4262,W91GXE09C0008,2100,Empty,Empty,Empty
4263,4263,GS11P07YTC0224,4740,0,$0,0%
4264,4264,VA260C0456,3600,0,$0,0%
4265,4265,W9123611C0040,2100,0,$0,0%
4266,4266,AG0261C130006,12C2,0,$0,0%
4267,4267,VA26313C0141,3600,3,"$224,590",40.7%
4268,4268,INP15PC00859,1443,0,$0,0%
4269,4269,36C24824C0004,3600,0,$0,0%
4270,4270,N6945007C2570,1700,Empty,Empty,Empty
4271,4271,W912HN08C0033,2100,0,$0,0%
4272,4272,FA813721C0033,5700,Empty,Empty,Empty
4273,4273,INPC3100100011,1443,0,$0,0%
4274,4274,GS01P05NFC3020,4740,0,$0,0%
4275,4275,VA248C0911,3600,0,$0,0%
4276,4276,AG32SCC160098,12H2,0,$0,0%
4277,4277,DAHA2403C0007,2100,Empty,Empty,Empty
4278,4278,DACA4503C0012,2100,Empty,Empty,Empty
4279,4279,GS01P08NFC0006,4740,Empty,Empty,Empty
4280,4280,GS03P11DXC0018,4740,Empty,Empty,Empty
4281,4281,W9124719C0004,2100,Empty,Empty,Empty
4282,4282,VA259C0939,3600,Empty,Empty,Empty
4283,4283,AG82X9C060296,12C2,Empty,Empty,Empty
4284,4284,VA261C0661,3600,Empty,Empty,Empty
4285,4285,W9124Q07C0582,2100,Empty,Empty,Empty
4286,4286,W912EK20C0031,2100,Empty,Empty,Empty
4287,4287,VA69DC0865,3600,Empty,Empty,Empty
4288,4288,GS04P09EXC0035,4740,Empty,Empty,Empty
4289,4289,GS11P09MAM0255,4740,Empty,Empty,Empty
4290,4290,GS08P12JFC0034,4740,Empty,Empty,Empty
4291,4291,GS10P11LTC0063,4740,Empty,Empty,Empty
4292,4292,VA25917C0197,3600,Empty,Empty,Empty
4293,4293,VA263C1023,3600,Empty,Empty,Empty
4294,4294,36C25620C0067,3600,Empty,Empty,Empty
4295,4295,47PM0221C0019,4740,Empty,Empty,Empty
4296,4296,W911S718C0019,2100,Empty,Empty,Empty
